IBI Mean,IBI STD,pnn50,EDA Mean,EDA STD,EDA Tonic Slope,EDA Phasic Slope,Result
0.781109375,0.054122869,9.523809524,0.241995833,0.001616318,0.000288123,4.90E-06,0
0.781111111,0.054550722,8.064516129,0.242033333,0.001601735,0.000197214,2.75E-06,0
0.783409836,0.05389619,8.333333333,0.242058333,0.001585328,0.000156158,2.59E-06,0
0.784483333,0.053692796,8.474576271,0.242120833,0.001652644,0.000130499,9.37E-06,0
0.785067797,0.053956311,6.896551724,0.242166667,0.001654959,-8.80E-06,9.32E-06,0
0.783,0.053418901,5.357142857,0.2422125,0.001666036,-0.000109238,9.95E-06,0
0.781357143,0.052447058,5.454545455,0.242220833,0.001652392,-5.35E-05,1.26E-05,0
0.780218182,0.052230848,5.555555556,0.242254167,0.001660191,-3.30E-05,1.68E-05,0
0.779333333,0.052302185,5.660377358,0.2422875,0.001667286,2.05E-05,2.09E-05,0
0.783072727,0.055853007,7.407407407,0.2423375,0.001687778,6.23E-05,2.56E-05,0
0.783685185,0.056907926,7.547169811,0.242375,0.001690969,-1.17E-05,2.90E-05,0
0.784833333,0.05778368,7.547169811,0.242425,0.001711055,8.06E-06,3.10E-05,0
0.78512963,0.058044697,7.547169811,0.242479167,0.00173673,2.93E-06,3.41E-05,0
0.78512963,0.058044697,7.547169811,0.242529167,0.001772235,8.28E-05,3.83E-05,0
0.785909091,0.057799111,7.407407407,0.242591667,0.001825723,-3.67E-06,4.35E-05,0
0.785703704,0.058311942,7.547169811,0.242654167,0.001866699,0.000109971,4.77E-05,0
0.787148148,0.058770239,7.547169811,0.242704167,0.001899557,2.86E-05,5.12E-05,0
0.789166667,0.059870771,7.547169811,0.242745833,0.001933796,0.000126833,5.47E-05,0
0.790490566,0.061155423,7.692307692,0.2428,0.001932615,-6.74E-05,5.42E-05,0
0.791660377,0.061857701,7.692307692,0.242854167,0.001959906,-9.24E-05,5.94E-05,0
0.793203704,0.062156129,7.547169811,0.242916667,0.001989905,-7.70E-05,6.43E-05,0
0.793203704,0.062156129,7.547169811,0.242970833,0.002015353,-6.96E-05,6.99E-05,0
0.79275,0.063276826,7.843137255,0.243045833,0.002035616,-0.000167155,7.16E-05,0
0.792980392,0.063872572,8,0.2431,0.002083267,-3.08E-05,7.93E-05,0
0.79322,0.064485437,8.163265306,0.2431875,0.002123835,-9.02E-05,8.25E-05,0
0.793142857,0.065137844,8.333333333,0.243258333,0.002169853,5.06E-05,8.88E-05,0
0.792297872,0.06637768,8.695652174,0.2433625,0.002246722,-2.93E-06,9.41E-05,0
0.791847826,0.06702432,8.888888889,0.243454167,0.002294464,-8.58E-05,9.77E-05,0
0.791377778,0.06768991,9.090909091,0.243558333,0.002379761,-7.84E-05,0.000103953,0
0.7924,0.06835281,9.090909091,0.243666667,0.002433562,-0.0001261,0.000107745,0
0.794068182,0.069424058,9.302325581,0.243775,0.002503206,-2.64E-05,0.000112853,0
0.795136364,0.069576182,9.302325581,0.243879167,0.002549098,-6.01E-05,0.000116341,0
0.795177778,0.068799318,9.090909091,0.243983333,0.002589991,-0.00010044,0.000119488,0
0.79727907,0.069586261,9.523809524,0.244083333,0.002633386,7.84E-05,0.000124384,0
0.797285714,0.070409782,7.317073171,0.2442,0.002675818,0.000213343,0.000127235,0
0.795780488,0.070592445,7.5,0.244345833,0.002755522,0.000294721,0.000130886,0
0.794575,0.07105135,7.692307692,0.244475,0.002816506,0.000186217,0.000133315,0
0.793717949,0.071752048,7.894736842,0.244595833,0.002832693,4.03E-05,0.000134452,0
0.793540541,0.073661606,8.333333333,0.2446875,0.002848656,5.72E-05,0.000136515,0
0.793888889,0.074647608,5.714285714,0.244829167,0.002885305,-9.24E-05,0.000138994,0
0.796485714,0.074085808,5.882352941,0.244970833,0.002903156,-0.000230938,0.000140157,0
0.805676471,0.074262539,9.090909091,0.245083333,0.002924276,-0.000206012,0.000142989,0
0.812117647,0.074574386,9.090909091,0.2451875,0.002944318,-0.00011437,0.000146254,0
0.817617647,0.070839925,9.090909091,0.245283333,0.002968398,0.000118035,0.000150902,0
0.817617647,0.070839925,9.090909091,0.245429167,0.00301717,0.000239736,0.000153473,0
0.817617647,0.070839925,9.090909091,0.2455625,0.003017354,0.000203812,0.000153484,0
0.817617647,0.070839925,9.090909091,0.245658333,0.002987462,0.000109238,0.000150183,0
0.817617647,0.070839925,9.090909091,0.245754167,0.002934348,5.72E-05,0.000144911,0
0.817617647,0.070839925,9.090909091,0.245904167,0.002965634,-3.37E-05,0.000146292,0
0.817617647,0.070839925,9.090909091,0.246025,0.002956525,3.30E-05,0.000145176,0
0.817617647,0.070839925,9.090909091,0.2461375,0.002941416,-9.24E-05,0.000143664,0
0.817617647,0.070839925,9.090909091,0.246233333,0.002907557,-8.36E-05,0.000140964,0
0.819441176,0.071492571,9.090909091,0.246329167,0.002874453,1.76E-05,0.00014041,0
0.819,0.071484675,12.12121212,0.246458333,0.002861805,6.82E-05,0.000139509,0
0.81940625,0.073563688,12.90322581,0.2466,0.002822233,5.87E-05,0.000136916,0
0.821645161,0.073659876,13.33333333,0.246733333,0.002827641,0.000391496,0.000136398,0
0.825066667,0.072413596,13.79310345,0.246875,0.002787061,0.000361437,0.000133707,0
0.835428571,0.063270637,14.81481481,0.246983333,0.00275827,0.00046261,0.000132259,0
0.850423077,0.033836909,12,0.247120833,0.002664188,0.000277126,0.000125834,0
0.850423077,0.033836909,12,0.2472625,0.002616026,0.000243402,0.000122705,0
0.850423077,0.033836909,12,0.2474,0.0025671,0.000184018,0.000119523,0
0.850423077,0.033836909,12,0.2475375,0.002521295,0.000159824,0.000116723,0
0.850423077,0.033836909,12,0.247666667,0.002465878,3.45E-05,0.000113471,0
0.851642857,0.033495431,14.81481481,0.247741667,0.002473176,0.000208944,0.000115283,0
0.85137931,0.032942388,14.28571429,0.247858333,0.002433433,0.000192815,0.00011261,0
0.849566667,0.033827684,13.79310345,0.247966667,0.002387235,0.000184018,0.000109557,0
0.849566667,0.033827684,13.79310345,0.2480875,0.002324832,0.000155425,0.000105712,0
0.849566667,0.033827684,13.79310345,0.248191667,0.002301434,0.000179619,0.000103995,0
0.849566667,0.033827684,13.79310345,0.2483,0.00227706,0.000131965,0.000102339,0
0.846607143,0.033085754,14.81481481,0.248391667,0.002263095,0.000132698,0.000101193,0
0.846703704,0.033689008,15.38461538,0.248491667,0.002221095,-5.87E-06,9.81E-05,0
0.846230769,0.034242695,16,0.248595833,0.002175427,-1.47E-06,9.50E-05,0
0.84632,0.034917869,16.66666667,0.248695833,0.002147475,4.18E-05,9.29E-05,0
0.846416667,0.035634623,17.39130435,0.248791667,0.002118946,8.58E-05,9.08E-05,0
0.848090909,0.036764495,19.04761905,0.248870833,0.002104554,0.000143695,8.93E-05,0
0.852652174,0.038693454,22.72727273,0.248966667,0.002091384,0.000279326,8.83E-05,0
0.852652174,0.038693454,22.72727273,0.249075,0.002058165,0.000308651,8.66E-05,0
0.850608696,0.038700342,22.72727273,0.2491875,0.002004747,0.000318182,8.40E-05,0
0.848608696,0.039397351,22.72727273,0.2493,0.001923972,0.00026173,7.86E-05,0
0.84125,0.045684835,26.08695652,0.2493875,0.001894028,0.000240469,7.62E-05,0
0.834347826,0.054287967,27.27272727,0.249475,0.001870662,0.00032478,7.44E-05,0
0.835318182,0.055312654,28.57142857,0.249566667,0.001842703,0.000309384,7.26E-05,0
0.835318182,0.055312654,28.57142857,0.249666667,0.001792732,0.000244135,6.97E-05,0
0.835318182,0.055312654,28.57142857,0.249745833,0.001769529,0.000206012,6.87E-05,0
0.835318182,0.055312654,28.57142857,0.2498375,0.001759098,0.000117302,6.77E-05,0
0.835318182,0.055312654,28.57142857,0.249925,0.001756713,9.16E-05,6.76E-05,0
0.835318182,0.055312654,28.57142857,0.249995833,0.001764223,0.000103372,6.82E-05,0
0.835318182,0.055312654,28.57142857,0.250083333,0.001753964,0.000129765,6.76E-05,0
0.835318182,0.055312654,28.57142857,0.250133333,0.001750873,0.000191349,6.73E-05,0
0.838181818,0.058028705,33.33333333,0.2502125,0.001763239,0.000137097,6.79E-05,0
0.840318182,0.05905959,33.33333333,0.2502875,0.001785547,7.70E-05,6.96E-05,0
0.841727273,0.059118665,33.33333333,0.250379167,0.001805658,0.000121701,7.10E-05,0
0.845272727,0.056364223,28.57142857,0.2504625,0.001809308,9.97E-05,7.13E-05,0
0.841826087,0.057446877,27.27272727,0.250545833,0.001832002,7.55E-05,7.29E-05,0
0.841826087,0.057446877,27.27272727,0.250629167,0.001843904,4.55E-05,7.43E-05,0
0.841826087,0.057446877,27.27272727,0.250683333,0.001839308,0.000148827,7.68E-05,0
0.841826087,0.057446877,27.27272727,0.250770833,0.001839832,0.000241202,7.97E-05,0
0.841826087,0.057446877,27.27272727,0.250879167,0.001929482,0.000170821,8.28E-05,0
0.841826087,0.057446877,27.27272727,0.250945833,0.001926023,-0.000141496,7.98E-05,0
0.841826087,0.057446877,27.27272727,0.251041667,0.002022358,-0.000291789,8.52E-05,0
0.841826087,0.057446877,27.27272727,0.251129167,0.00206861,-0.000103372,8.86E-05,0
0.838181818,0.056077573,28.57142857,0.251208333,0.002085249,-7.99E-05,9.02E-05,0
0.833909091,0.053026502,28.57142857,0.2513125,0.002155963,-8.21E-05,9.39E-05,0
0.835363636,0.054122374,33.33333333,0.2513875,0.002168873,-0.000113636,9.52E-05,0
0.836041667,0.052059645,30.43478261,0.25145,0.002180787,4.91E-05,9.84E-05,0
0.836041667,0.052059645,30.43478261,0.251529167,0.002194497,0.00022654,9.97E-05,0
0.836041667,0.052059645,30.43478261,0.2516375,0.002150061,0.000184018,9.69E-05,0
0.836041667,0.052059645,30.43478261,0.251754167,0.002084162,8.72E-05,9.29E-05,0
0.836041667,0.052059645,30.43478261,0.251820833,0.002100889,0.000270528,9.61E-05,0
0.836041667,0.052059645,30.43478261,0.251941667,0.002167163,0.000255865,9.94E-05,0
0.836041667,0.052059645,30.43478261,0.252041667,0.002161773,0.000167155,9.95E-05,0
0.836041667,0.052059645,30.43478261,0.252179167,0.002180688,0.00010044,0.000100347,0
0.834347826,0.052527929,27.27272727,0.252325,0.002277288,5.35E-05,0.000104075,0
0.835318182,0.053506488,23.80952381,0.252420833,0.002299,9.97E-05,0.00010575,0
0.837043478,0.052952381,22.72727273,0.252533333,0.002348522,0.000105572,0.000108728,0
0.836666667,0.051868959,21.73913043,0.252620833,0.002329606,0.000131965,0.000110511,0
0.836666667,0.051868959,21.73913043,0.252720833,0.002357873,0.000156158,0.000112455,0
0.836666667,0.051868959,21.73913043,0.252841667,0.002389197,9.60E-05,0.000114419,0
0.836666667,0.051868959,21.73913043,0.252941667,0.002370991,-8.80E-06,0.000112294,0
0.836666667,0.051868959,21.73913043,0.25305,0.002406069,2.20E-06,0.000114804,0
0.836666667,0.051868959,21.73913043,0.253158333,0.002435829,3.59E-05,0.000116953,0
0.836666667,0.051868959,21.73913043,0.253245833,0.002446508,6.52E-05,0.000117542,0
0.836666667,0.051868959,21.73913043,0.253366667,0.002489757,4.91E-05,0.000120269,0
0.833863636,0.052825007,23.80952381,0.253475,0.002506533,5.43E-05,0.000121381,0
0.836,0.054126115,28.57142857,0.253591667,0.002529808,7.33E-05,0.000122943,0
0.837409091,0.053492276,28.57142857,0.2537,0.002528504,5.06E-05,0.000122447,0
0.837409091,0.053492276,28.57142857,0.253841667,0.002609265,2.20E-05,0.000125745,0
0.837409091,0.053492276,28.57142857,0.254025,0.002779276,7.84E-05,0.000133454,0
0.837409091,0.053492276,28.57142857,0.254154167,0.002833796,0.000153959,0.000136028,0
0.837409091,0.053492276,28.57142857,0.254258333,0.002823992,0.00018915,0.000134919,0
0.837409091,0.053492276,28.57142857,0.254404167,0.002863416,0.000109971,0.000136702,0
0.837409091,0.053492276,28.57142857,0.254529167,0.002888047,6.60E-05,0.000136841,0
0.837291667,0.051268476,26.08695652,0.254645833,0.002883065,5.87E-05,0.000136542,0
0.83692,0.05026563,25,0.254758333,0.00287372,6.38E-05,0.000135436,0
0.835384615,0.04988377,24,0.254845833,0.002827908,2.13E-05,0.000130671,0
0.82816,0.048278923,25,0.2549875,0.002884558,3.67E-05,0.000133476,0
0.825769231,0.047665749,24,0.2551,0.002887906,0.000109971,0.000133749,0
0.823961538,0.048431935,24,0.255195833,0.002872133,0.000191349,0.000131997,0
0.822730769,0.049096888,24,0.255316667,0.002856231,0.000158358,0.000129877,0
0.824576923,0.046970673,20,0.255433333,0.002829115,0.000148827,0.000127794,0
0.828192308,0.040668471,16,0.255541667,0.002798499,5.21E-05,0.000125332,0
0.827037037,0.040340662,15.38461538,0.25565,0.002775338,7.70E-05,0.000123339,0
0.827071429,0.039614147,14.81481481,0.255779167,0.002783355,0.000107038,0.000123042,0
0.827103448,0.038925521,14.28571429,0.255891667,0.00275468,0.000147361,0.000120669,0
0.8261,0.038650873,13.79310345,0.256033333,0.002791157,0.000162757,0.000122467,0
0.8261,0.038650873,13.79310345,0.256175,0.002834791,0.000227273,0.000124631,0
0.8261,0.038650873,13.79310345,0.256283333,0.002803817,0.000242669,0.000122204,0
0.8261,0.038650873,13.79310345,0.256404167,0.00280312,0.000203079,0.000121486,0
0.8261,0.038650873,13.79310345,0.256570833,0.002820162,0.000151026,0.000121535,0
0.822793103,0.03489035,14.28571429,0.256725,0.002873623,0.000244135,0.000123926,0
0.820357143,0.032995903,14.81481481,0.256825,0.002845062,5.06E-05,0.000121318,0
0.818925926,0.032736802,15.38461538,0.256925,0.002842131,0.000207478,0.000120044,0
0.8188,0.03395173,16.66666667,0.257016667,0.002800248,0.000208211,0.00011596,0
0.8194,0.033136083,12.5,0.257120833,0.002799922,0.000162757,0.000114455,0
0.813074074,0.038947187,11.53846154,0.257233333,0.002799504,0.000219941,0.000113412,0
0.809714286,0.042041525,11.11111111,0.257358333,0.002778776,6.74E-05,0.000111585,0
0.803666667,0.046493966,10.34482759,0.257433333,0.002754491,4.25E-05,0.000108596,0
0.803666667,0.046493966,10.34482759,0.257504167,0.002720291,8.72E-05,0.000107424,0
0.803666667,0.046493966,10.34482759,0.257616667,0.002613055,-0.000182551,0.000100134,0
0.803666667,0.046493966,10.34482759,0.257683333,0.002598023,-0.000115103,9.97E-05,0
0.803666667,0.046493966,10.34482759,0.2577625,0.002578325,-3.15E-05,9.77E-05,0
0.803666667,0.046493966,10.34482759,0.2578625,0.002548253,0.000110704,9.50E-05,0
0.802827586,0.047064936,7.142857143,0.257933333,0.002527295,0.000236804,9.41E-05,0
0.799678571,0.04479561,7.407407407,0.2580375,0.002492207,0.000323314,9.12E-05,0
0.796307692,0.044535871,8,0.258129167,0.002452036,0.000484604,8.76E-05,0
0.798074074,0.044621807,11.53846154,0.258216667,0.002405491,0.000402493,8.33E-05,0
0.799142857,0.044168277,11.11111111,0.2583125,0.002351916,0.000334311,7.86E-05,0
0.799,0.042873457,10.34482759,0.258408333,0.002291273,0.000128299,7.37E-05,0
0.797935484,0.042577395,10,0.258495833,0.00224907,7.33E-07,7.01E-05,0
0.7959375,0.043358201,9.677419355,0.258554167,0.002226073,7.84E-05,6.92E-05,0
0.7959375,0.043358201,9.677419355,0.258633333,0.002183015,-0.000145161,6.51E-05,0
0.7959375,0.043358201,9.677419355,0.258679167,0.002158603,-7.04E-05,6.25E-05,0
0.7959375,0.043358201,9.677419355,0.258725,0.002138779,0.000119501,6.39E-05,0
0.7959375,0.043358201,9.677419355,0.258791667,0.002113038,3.52E-05,6.06E-05,0
0.793387097,0.04162248,10,0.258858333,0.00210474,0.000193548,6.04E-05,0
0.792233333,0.041819998,6.896551724,0.2589375,0.002075715,0.000159091,5.78E-05,0
0.792233333,0.041819998,6.896551724,0.2590125,0.002054429,0.000186217,5.62E-05,0
0.792233333,0.041819998,6.896551724,0.2590875,0.002060706,0.000201613,5.68E-05,0
0.792903226,0.041303249,10,0.259183333,0.002065524,0.000228739,5.35E-05,0
0.792903226,0.041303249,10,0.259245833,0.002051926,0.000557918,5.24E-05,0
0.792903226,0.041303249,10,0.2593375,0.002093305,0.000524927,5.39E-05,0
0.792903226,0.041303249,10,0.259408333,0.002045303,0.00021261,4.97E-05,0
0.792903226,0.041303249,10,0.259475,0.00206544,0.000243402,5.07E-05,0
0.792903226,0.041303249,10,0.259533333,0.002040969,9.60E-05,4.82E-05,0
0.789633333,0.037833392,6.896551724,0.259658333,0.002173691,-6.09E-05,5.37E-05,0
0.788310345,0.037791719,7.142857143,0.259745833,0.002157831,-0.000329179,5.26E-05,0
0.788310345,0.037791719,7.142857143,0.259795833,0.002145728,-0.00053739,5.50E-05,0
0.788310345,0.037791719,7.142857143,0.259829167,0.00219848,-1.76E-05,6.48E-05,0
0.788310345,0.037791719,7.142857143,0.259925,0.002264444,9.46E-05,7.06E-05,0
0.788310345,0.037791719,7.142857143,0.2600125,0.002253666,-7.11E-05,6.95E-05,0
0.788310345,0.037791719,7.142857143,0.260083333,0.002278828,5.50E-05,7.39E-05,0
0.788310345,0.037791719,7.142857143,0.260191667,0.002335579,8.14E-05,7.84E-05,0
0.784777778,0.036719491,7.692307692,0.260279167,0.002378984,7.55E-05,7.97E-05,0
0.783115385,0.03640829,8,0.2603875,0.002421228,6.96E-05,8.19E-05,0
0.78256,0.037021162,8.333333333,0.260470833,0.002353894,-3.30E-05,7.55E-05,0
0.782625,0.037783167,8.695652174,0.260495833,0.002339868,0.000106305,7.64E-05,0
0.780590909,0.038754072,9.523809524,0.2605625,0.002340818,0.000319648,7.62E-05,0
0.780571429,0.039665952,10,0.260629167,0.002309397,0.000400293,7.26E-05,0
0.785047619,0.044474151,15,0.260666667,0.002254009,0.000296188,6.84E-05,0
0.784578947,0.046105503,16.66666667,0.260733333,0.002246231,0.000265396,6.69E-05,0
0.783888889,0.047273306,17.64705882,0.2608,0.002227106,0.000313783,6.43E-05,0
0.783117647,0.048533654,18.75,0.260866667,0.002215225,0.00032478,6.24E-05,0
0.7803125,0.048672013,20,0.260925,0.002208553,0.000141496,6.35E-05,0
0.777133333,0.048633139,21.42857143,0.260991667,0.002196572,-9.31E-05,6.20E-05,0
0.775714286,0.050039168,23.07692308,0.261033333,0.002200126,-0.000192082,6.53E-05,0
0.775714286,0.050039168,23.07692308,0.261108333,0.002279605,-0.000116569,7.25E-05,0
0.775714286,0.050039168,23.07692308,0.261179167,0.00227055,-0.000208944,7.17E-05,0
0.775714286,0.050039168,23.07692308,0.2612375,0.002265192,-0.00021261,7.26E-05,0
0.781266667,0.052617445,21.42857143,0.2612875,0.002295977,-0.00018695,7.84E-05,0
0.7841875,0.052187425,20,0.261304167,0.002281078,2.05E-05,8.24E-05,0
0.784941176,0.050718915,18.75,0.261379167,0.002278976,-7.40E-05,8.21E-05,0
0.784722222,0.049298192,17.64705882,0.261445833,0.002266877,-4.62E-05,8.24E-05,0
0.784722222,0.049298192,17.64705882,0.261575,0.002352879,-0.000129765,8.53E-05,0
0.784941176,0.050718915,18.75,0.261679167,0.00239991,-6.45E-05,8.95E-05,0
0.791733333,0.050232084,21.42857143,0.261741667,0.002396163,3.23E-05,9.09E-05,0
0.796928571,0.047944111,23.07692308,0.261808333,0.002409342,0.000201613,9.33E-05,0
0.809916667,0.038741576,18.18181818,0.261904167,0.002407277,0.000147361,9.26E-05,0
0.809916667,0.038741576,18.18181818,0.261983333,0.00239612,0.000102639,9.15E-05,0
0.809916667,0.038741576,18.18181818,0.2620625,0.002364726,1.17E-05,8.85E-05,0
0.809916667,0.038741576,18.18181818,0.26215,0.002363437,-1.83E-05,8.86E-05,0
0.809916667,0.038741576,18.18181818,0.2622625,0.002410448,-3.15E-05,9.08E-05,0
0.809916667,0.038741576,18.18181818,0.262366667,0.002481375,7.33E-07,9.35E-05,0
0.813692308,0.039452766,25,0.262441667,0.002469129,-1.25E-05,9.21E-05,0
0.815857143,0.038810634,23.07692308,0.2625125,0.00246641,-1.54E-05,9.18E-05,0
0.815857143,0.038810634,23.07692308,0.2626125,0.002494129,5.28E-05,9.24E-05,0
0.813692308,0.039452766,25,0.262745833,0.002539271,1.98E-05,9.52E-05,0
0.8125,0.040838095,27.27272727,0.262908333,0.002669257,9.16E-05,0.000101165,0
0.8156,0.043502184,33.33333333,0.262991667,0.002647313,0.000112903,9.88E-05,0
0.821111111,0.042414475,37.5,0.263079167,0.002637467,0.00016349,9.75E-05,0
0.832,0.030931376,28.57142857,0.263158333,0.002615645,0.000252933,9.50E-05,0
0.832,0.030931376,28.57142857,0.263258333,0.00260287,0.000265396,9.35E-05,0
0.832,0.030931376,28.57142857,0.263391667,0.00262455,0.000152493,9.32E-05,0
0.832,0.030931376,28.57142857,0.263508333,0.002648886,0.000281525,9.50E-05,0
0.832,0.030931376,28.57142857,0.263625,0.00263332,9.24E-05,9.40E-05,0
0.829888889,0.029767411,25,0.2637375,0.002652407,0.000117302,9.55E-05,0
0.829888889,0.029767411,25,0.263841667,0.002648886,-1.47E-06,9.49E-05,0
0.829888889,0.029767411,25,0.263941667,0.002646683,0.000270528,9.45E-05,0
0.829888889,0.029767411,25,0.264029167,0.002652668,0.000280792,9.49E-05,0
0.832,0.030931376,14.28571429,0.264116667,0.002587416,0.00019868,9.34E-05,0
0.832,0.030931376,14.28571429,0.264233333,0.002590796,0.000229472,9.36E-05,0
0.832,0.030931376,14.28571429,0.264316667,0.002594813,0.000440616,9.61E-05,0
0.832,0.030931376,14.28571429,0.2644375,0.002571529,0.000188416,9.44E-05,0
0.832,0.030931376,14.28571429,0.2645375,0.002572015,0.000158358,9.53E-05,0
0.832,0.030931376,14.28571429,0.264675,0.002592176,3.89E-05,9.53E-05,0
0.832,0.030931376,14.28571429,0.2647125,0.002582927,0.000171554,0.000100108,0
0.832,0.030931376,14.28571429,0.2648125,0.002590497,0.000138563,0.000100924,0
0.832,0.030931376,14.28571429,0.264908333,0.002588422,-0.000225073,0.000100981,0
0.832,0.030931376,14.28571429,0.264991667,0.002628358,-0.000334311,0.000105342,0
0.832,0.030931376,14.28571429,0.265054167,0.002647558,-0.00023607,0.000109865,0
0.832,0.030931376,14.28571429,0.265179167,0.002695131,-0.00041129,0.000112788,0
0.832,0.030931376,14.28571429,0.2652625,0.002720648,-0.000521261,0.000115389,0
0.832,0.030931376,14.28571429,0.265333333,0.002742667,-0.000283724,0.000120672,0
0.832,0.030931376,14.28571429,0.265425,0.002739107,-0.000158358,0.00012278,0
0.832,0.030931376,14.28571429,0.2655,0.002753785,0.000105572,0.000126214,0
0.832,0.030931376,14.28571429,0.265625,0.002718954,0.000140762,0.000123495,0
0.832,0.030931376,14.28571429,0.265766667,0.002736279,0.000140762,0.000123641,0
0.832,0.030931376,14.28571429,0.2658625,0.002719116,0.000286657,0.000122184,0
0.832,0.030931376,14.28571429,0.265979167,0.00267776,0.000483138,0.000119111,0
0.834,0.034011028,28.57142857,0.266108333,0.002607028,0.000282258,0.000113564,0
0.8391,0.032825143,22.22222222,0.266229167,0.002590363,0.000236804,0.000112594,0
0.836727273,0.032184386,20,0.26635,0.002556528,0.000239736,0.000110391,0
0.833416667,0.032712022,18.18181818,0.266466667,0.002523005,7.92E-05,0.000108186,0
0.829384615,0.034392617,16.66666667,0.266575,0.002512179,2.20E-05,0.000107276,0
0.829384615,0.034392617,16.66666667,0.266729167,0.002563685,-9.82E-05,0.000108886,0
0.829384615,0.034392617,16.66666667,0.266825,0.002538577,6.74E-05,0.00010671,0
0.829384615,0.034392617,16.66666667,0.266895833,0.002544926,0.000391496,0.000109261,0
0.829384615,0.034392617,16.66666667,0.267004167,0.00251578,0.000265396,0.000106927,0
0.829384615,0.034392617,16.66666667,0.267141667,0.002548842,0.000184018,0.000107922,0
0.826916667,0.034673377,18.18181818,0.267275,0.00261235,0.000195748,0.000112242,0
0.826818182,0.036213554,20,0.2674,0.002591332,1.25E-05,0.000110304,0
0.8298,0.036670969,22.22222222,0.267520833,0.002578675,-0.000170821,0.000109212,0
0.835222222,0.034643511,12.5,0.267645833,0.002564904,-0.000260997,0.000108104,0
0.835222222,0.034643511,12.5,0.267741667,0.002583589,3.37E-05,0.00011287,0
0.835222222,0.034643511,12.5,0.267825,0.002596993,0.000277859,0.000115245,0
0.8376,0.033630938,22.22222222,0.267941667,0.00258133,0.000162757,0.000113967,0
0.835363636,0.032836434,20,0.268058333,0.002582944,0.00011437,0.000113971,0
0.835363636,0.032836434,20,0.268191667,0.002621373,0.000189883,0.000115214,0
0.835363636,0.032836434,20,0.2683125,0.002596121,0.000304252,0.000113122,0
0.835363636,0.032836434,20,0.2684375,0.002555274,0.000445015,0.000109347,0
0.835363636,0.032836434,20,0.268533333,0.002524656,0.000195748,0.000106491,0
0.835363636,0.032836434,20,0.268625,0.002538249,0.00013563,0.000107866,0
0.835363636,0.032836434,20,0.268725,0.002534635,8.43E-05,0.000109807,0
0.833,0.033535056,22.22222222,0.268829167,0.002478235,-7.70E-05,0.000105118,0
0.831777778,0.035137121,25,0.268979167,0.002497412,-0.000131965,0.000105462,0
0.831777778,0.035137121,25,0.269079167,0.002469392,-0.000104839,0.000104514,0
0.831777778,0.035137121,25,0.269166667,0.002502776,2.64E-05,0.000107863,0
0.831777778,0.035137121,25,0.269225,0.002529699,0.000439883,0.00011471,0
0.816909091,0.046687461,30,0.2693625,0.002506211,0.00033871,0.000113309,0
0.816909091,0.046687461,30,0.269479167,0.002471416,0.000246334,0.000111084,0
0.816909091,0.046687461,30,0.2696125,0.002428102,5.28E-05,0.000108431,0
0.816909091,0.046687461,30,0.269775,0.00250487,-0.000121701,0.000111523,0
0.816909091,0.046687461,30,0.269891667,0.00252915,-1.61E-05,0.00011461,0
